song_id,num_id,genre_sub,instrument,instrument_base,instrument_major,stem_group_4,is_pansori,stem_path,sr,ch,frames,dur_s,subtype,split
0005_정악_풍류음악,0005,풍류음악,가야금,가야금,가야금,발현,False,data/extracted/train/source/0005_정악_풍류음악/0005_정악_풍류음악_가야금.wav,48000,2,10426943,217.228,PCM_24,train
0005_정악_풍류음악,0005,풍류음악,거문고,거문고,거문고,발현,False,data/extracted/train/source/0005_정악_풍류음악/0005_정악_풍류음악_거문고.wav,48000,2,10426943,217.228,PCM_24,train
0005_정악_풍류음악,0005,풍류음악,단소,단소,기타,관악,False,data/extracted/train/source/0005_정악_풍류음악/0005_정악_풍류음악_단소.wav,48000,2,10426943,217.228,PCM_24,train
0005_정악_풍류음악,0005,풍류음악,대금,대금,대금,관악,False,data/extracted/train/source/0005_정악_풍류음악/0005_정악_풍류음악_대금.wav,48000,2,10426943,217.228,PCM_24,train
0005_정악_풍류음악,0005,풍류음악,소금,소금,기타,관악,False,data/extracted/train/source/0005_정악_풍류음악/0005_정악_풍류음악_소금.wav,48000,2,10426943,217.228,PCM_24,train
0005_정악_풍류음악,0005,풍류음악,아쟁,아쟁,아쟁,찰현,False,data/extracted/train/source/0005_정악_풍류음악/0005_정악_풍류음악_아쟁.wav,48000,2,10426943,217.228,PCM_24,train
0005_정악_풍류음악,0005,풍류음악,양금,양금,양금,발현,False,data/extracted/train/source/0005_정악_풍류음악/0005_정악_풍류음악_양금.wav,48000,2,10426943,217.228,PCM_24,train
0005_정악_풍류음악,0005,풍류음악,장구,장구,타악기,타악,False,data/extracted/train/source/0005_정악_풍류음악/0005_정악_풍류음악_장구.wav,48000,2,10426943,217.228,PCM_24,train
0005_정악_풍류음악,0005,풍류음악,피리,피리,피리,관악,False,data/extracted/train/source/0005_정악_풍류음악/0005_정악_풍류음악_피리.wav,48000,2,10426943,217.228,PCM_24,train
0005_정악_풍류음악,0005,풍류음악,해금,해금,해금,찰현,False,data/extracted/train/source/0005_정악_풍류음악/0005_정악_풍류음악_해금.wav,48000,2,10426943,217.228,PCM_24,train
0006_정악_풍류음악,0006,풍류음악,가야금,가야금,가야금,발현,False,data/extracted/train/source/0006_정악_풍류음악/0006_정악_풍류음악_가야금.wav,48000,2,13852800,288.6,PCM_24,val
0006_정악_풍류음악,0006,풍류음악,거문고,거문고,거문고,발현,False,data/extracted/train/source/0006_정악_풍류음악/0006_정악_풍류음악_거문고.wav,48000,2,13852800,288.6,PCM_24,val
0006_정악_풍류음악,0006,풍류음악,단소,단소,기타,관악,False,data/extracted/train/source/0006_정악_풍류음악/0006_정악_풍류음악_단소.wav,48000,2,13852800,288.6,PCM_24,val
0006_정악_풍류음악,0006,풍류음악,대금,대금,대금,관악,False,data/extracted/train/source/0006_정악_풍류음악/0006_정악_풍류음악_대금.wav,48000,2,13852800,288.6,PCM_24,val
0006_정악_풍류음악,0006,풍류음악,소금,소금,기타,관악,False,data/extracted/train/source/0006_정악_풍류음악/0006_정악_풍류음악_소금.wav,48000,2,13852800,288.6,PCM_24,val
0006_정악_풍류음악,0006,풍류음악,아쟁,아쟁,아쟁,찰현,False,data/extracted/train/source/0006_정악_풍류음악/0006_정악_풍류음악_아쟁.wav,48000,2,13852800,288.6,PCM_24,val
0006_정악_풍류음악,0006,풍류음악,양금,양금,양금,발현,False,data/extracted/train/source/0006_정악_풍류음악/0006_정악_풍류음악_양금.wav,48000,2,13852800,288.6,PCM_24,val
0006_정악_풍류음악,0006,풍류음악,장구,장구,타악기,타악,False,data/extracted/train/source/0006_정악_풍류음악/0006_정악_풍류음악_장구.wav,48000,2,13852800,288.6,PCM_24,val
0006_정악_풍류음악,0006,풍류음악,피리,피리,피리,관악,False,data/extracted/train/source/0006_정악_풍류음악/0006_정악_풍류음악_피리.wav,48000,2,13852800,288.6,PCM_24,val
0006_정악_풍류음악,0006,풍류음악,해금,해금,해금,찰현,False,data/extracted/train/source/0006_정악_풍류음악/0006_정악_풍류음악_해금.wav,48000,2,13852800,288.6,PCM_24,val
0008_정악_풍류음악,0008,풍류음악,가야금,가야금,가야금,발현,False,data/extracted/train/source/0008_정악_풍류음악/0008_정악_풍류음악_가야금.wav,48000,2,10454400,217.8,PCM_24,train
0008_정악_풍류음악,0008,풍류음악,거문고,거문고,거문고,발현,False,data/extracted/train/source/0008_정악_풍류음악/0008_정악_풍류음악_거문고.wav,48000,2,10454400,217.8,PCM_24,train
0008_정악_풍류음악,0008,풍류음악,단소,단소,기타,관악,False,data/extracted/train/source/0008_정악_풍류음악/0008_정악_풍류음악_단소.wav,48000,2,10454400,217.8,PCM_24,train
0008_정악_풍류음악,0008,풍류음악,대금,대금,대금,관악,False,data/extracted/train/source/0008_정악_풍류음악/0008_정악_풍류음악_대금.wav,48000,2,10454400,217.8,PCM_24,train
0008_정악_풍류음악,0008,풍류음악,소금,소금,기타,관악,False,data/extracted/train/source/0008_정악_풍류음악/0008_정악_풍류음악_소금.wav,48000,2,10454400,217.8,PCM_24,train
0008_정악_풍류음악,0008,풍류음악,아쟁,아쟁,아쟁,찰현,False,data/extracted/train/source/0008_정악_풍류음악/0008_정악_풍류음악_아쟁.wav,48000,2,10454400,217.8,PCM_24,train
0008_정악_풍류음악,0008,풍류음악,양금,양금,양금,발현,False,data/extracted/train/source/0008_정악_풍류음악/0008_정악_풍류음악_양금.wav,48000,2,10454400,217.8,PCM_24,train
0008_정악_풍류음악,0008,풍류음악,장구,장구,타악기,타악,False,data/extracted/train/source/0008_정악_풍류음악/0008_정악_풍류음악_장구.wav,48000,2,10454400,217.8,PCM_24,train
0008_정악_풍류음악,0008,풍류음악,피리,피리,피리,관악,False,data/extracted/train/source/0008_정악_풍류음악/0008_정악_풍류음악_피리.wav,48000,2,10454400,217.8,PCM_24,train
0008_정악_풍류음악,0008,풍류음악,해금,해금,해금,찰현,False,data/extracted/train/source/0008_정악_풍류음악/0008_정악_풍류음악_해금.wav,48000,2,10454400,217.8,PCM_24,train
0009_정악_풍류음악,0009,풍류음악,가야금,가야금,가야금,발현,False,data/extracted/train/source/0009_정악_풍류음악/0009_정악_풍류음악_가야금.wav,48000,2,5256000,109.5,PCM_24,train
0009_정악_풍류음악,0009,풍류음악,거문고,거문고,거문고,발현,False,data/extracted/train/source/0009_정악_풍류음악/0009_정악_풍류음악_거문고.wav,48000,2,5256000,109.5,PCM_24,train
0009_정악_풍류음악,0009,풍류음악,단소,단소,기타,관악,False,data/extracted/train/source/0009_정악_풍류음악/0009_정악_풍류음악_단소.wav,48000,2,5256000,109.5,PCM_24,train
0009_정악_풍류음악,0009,풍류음악,대금,대금,대금,관악,False,data/extracted/train/source/0009_정악_풍류음악/0009_정악_풍류음악_대금.wav,48000,2,5256000,109.5,PCM_24,train
0009_정악_풍류음악,0009,풍류음악,양금,양금,양금,발현,False,data/extracted/train/source/0009_정악_풍류음악/0009_정악_풍류음악_양금.wav,48000,2,5256000,109.5,PCM_24,train
0009_정악_풍류음악,0009,풍류음악,장구,장구,타악기,타악,False,data/extracted/train/source/0009_정악_풍류음악/0009_정악_풍류음악_장구.wav,48000,2,5256000,109.5,PCM_24,train
0009_정악_풍류음악,0009,풍류음악,피리,피리,피리,관악,False,data/extracted/train/source/0009_정악_풍류음악/0009_정악_풍류음악_피리.wav,48000,2,5256000,109.5,PCM_24,train
0009_정악_풍류음악,0009,풍류음악,해금,해금,해금,찰현,False,data/extracted/train/source/0009_정악_풍류음악/0009_정악_풍류음악_해금.wav,48000,2,5256000,109.5,PCM_24,train
0010_정악_풍류음악,0010,풍류음악,가야금,가야금,가야금,발현,False,data/extracted/train/source/0010_정악_풍류음악/0010_정악_풍류음악_가야금.wav,48000,2,7027200,146.4,PCM_24,train
0010_정악_풍류음악,0010,풍류음악,거문고,거문고,거문고,발현,False,data/extracted/train/source/0010_정악_풍류음악/0010_정악_풍류음악_거문고.wav,48000,2,7027200,146.4,PCM_24,train
0010_정악_풍류음악,0010,풍류음악,단소,단소,기타,관악,False,data/extracted/train/source/0010_정악_풍류음악/0010_정악_풍류음악_단소.wav,48000,2,7027200,146.4,PCM_24,train
0010_정악_풍류음악,0010,풍류음악,대금,대금,대금,관악,False,data/extracted/train/source/0010_정악_풍류음악/0010_정악_풍류음악_대금.wav,48000,2,7027200,146.4,PCM_24,train
0010_정악_풍류음악,0010,풍류음악,양금,양금,양금,발현,False,data/extracted/train/source/0010_정악_풍류음악/0010_정악_풍류음악_양금.wav,48000,2,7027200,146.4,PCM_24,train
0010_정악_풍류음악,0010,풍류음악,장구,장구,타악기,타악,False,data/extracted/train/source/0010_정악_풍류음악/0010_정악_풍류음악_장구.wav,48000,2,7027200,146.4,PCM_24,train
0010_정악_풍류음악,0010,풍류음악,피리,피리,피리,관악,False,data/extracted/train/source/0010_정악_풍류음악/0010_정악_풍류음악_피리.wav,48000,2,7027200,146.4,PCM_24,train
0010_정악_풍류음악,0010,풍류음악,해금,해금,해금,찰현,False,data/extracted/train/source/0010_정악_풍류음악/0010_정악_풍류음악_해금.wav,48000,2,7027200,146.4,PCM_24,train
0011_정악_풍류음악,0011,풍류음악,가야금,가야금,가야금,발현,False,data/extracted/train/source/0011_정악_풍류음악/0011_정악_풍류음악_가야금.wav,48000,2,7012800,146.1,PCM_24,train
0011_정악_풍류음악,0011,풍류음악,거문고,거문고,거문고,발현,False,data/extracted/train/source/0011_정악_풍류음악/0011_정악_풍류음악_거문고.wav,48000,2,7012800,146.1,PCM_24,train
0011_정악_풍류음악,0011,풍류음악,단소,단소,기타,관악,False,data/extracted/train/source/0011_정악_풍류음악/0011_정악_풍류음악_단소.wav,48000,2,7012800,146.1,PCM_24,train
0011_정악_풍류음악,0011,풍류음악,대금,대금,대금,관악,False,data/extracted/train/source/0011_정악_풍류음악/0011_정악_풍류음악_대금.wav,48000,2,7012800,146.1,PCM_24,train
0011_정악_풍류음악,0011,풍류음악,양금,양금,양금,발현,False,data/extracted/train/source/0011_정악_풍류음악/0011_정악_풍류음악_양금.wav,48000,2,7012800,146.1,PCM_24,train
0011_정악_풍류음악,0011,풍류음악,장구,장구,타악기,타악,False,data/extracted/train/source/0011_정악_풍류음악/0011_정악_풍류음악_장구.wav,48000,2,7012800,146.1,PCM_24,train
0011_정악_풍류음악,0011,풍류음악,피리,피리,피리,관악,False,data/extracted/train/source/0011_정악_풍류음악/0011_정악_풍류음악_피리.wav,48000,2,7012800,146.1,PCM_24,train
0011_정악_풍류음악,0011,풍류음악,해금,해금,해금,찰현,False,data/extracted/train/source/0011_정악_풍류음악/0011_정악_풍류음악_해금.wav,48000,2,7012800,146.1,PCM_24,train
0012_정악_풍류음악,0012,풍류음악,가야금,가야금,가야금,발현,False,data/extracted/val/source/0012_정악_풍류음악/0012_정악_풍류음악_가야금.wav,48000,2,10440000,217.5,PCM_24,train
0012_정악_풍류음악,0012,풍류음악,거문고,거문고,거문고,발현,False,data/extracted/val/source/0012_정악_풍류음악/0012_정악_풍류음악_거문고.wav,48000,2,10440000,217.5,PCM_24,train
0012_정악_풍류음악,0012,풍류음악,단소,단소,기타,관악,False,data/extracted/val/source/0012_정악_풍류음악/0012_정악_풍류음악_단소.wav,48000,2,10440000,217.5,PCM_24,train
0012_정악_풍류음악,0012,풍류음악,대금,대금,대금,관악,False,data/extracted/val/source/0012_정악_풍류음악/0012_정악_풍류음악_대금.wav,48000,2,10440000,217.5,PCM_24,train
0012_정악_풍류음악,0012,풍류음악,양금,양금,양금,발현,False,data/extracted/val/source/0012_정악_풍류음악/0012_정악_풍류음악_양금.wav,48000,2,10440000,217.5,PCM_24,train
0012_정악_풍류음악,0012,풍류음악,장구,장구,타악기,타악,False,data/extracted/val/source/0012_정악_풍류음악/0012_정악_풍류음악_장구.wav,48000,2,10440000,217.5,PCM_24,train
0012_정악_풍류음악,0012,풍류음악,피리,피리,피리,관악,False,data/extracted/val/source/0012_정악_풍류음악/0012_정악_풍류음악_피리.wav,48000,2,10440000,217.5,PCM_24,train
0012_정악_풍류음악,0012,풍류음악,해금,해금,해금,찰현,False,data/extracted/val/source/0012_정악_풍류음악/0012_정악_풍류음악_해금.wav,48000,2,10440000,217.5,PCM_24,train
0013_정악_풍류음악,0013,풍류음악,대금,대금,대금,관악,False,data/extracted/train/source/0013_정악_풍류음악/0013_정악_풍류음악_대금.wav,48000,2,12355200,257.4,PCM_24,train
0013_정악_풍류음악,0013,풍류음악,소금,소금,기타,관악,False,data/extracted/train/source/0013_정악_풍류음악/0013_정악_풍류음악_소금.wav,48000,2,12355200,257.4,PCM_24,train
0013_정악_풍류음악,0013,풍류음악,아쟁,아쟁,아쟁,찰현,False,data/extracted/train/source/0013_정악_풍류음악/0013_정악_풍류음악_아쟁.wav,48000,2,12355200,257.4,PCM_24,train
0013_정악_풍류음악,0013,풍류음악,장구,장구,타악기,타악,False,data/extracted/train/source/0013_정악_풍류음악/0013_정악_풍류음악_장구.wav,48000,2,12355200,257.4,PCM_24,train
0013_정악_풍류음악,0013,풍류음악,좌고,좌고,타악기,타악,False,data/extracted/train/source/0013_정악_풍류음악/0013_정악_풍류음악_좌고.wav,48000,2,12355200,257.4,PCM_24,train
0013_정악_풍류음악,0013,풍류음악,피리,피리,피리,관악,False,data/extracted/train/source/0013_정악_풍류음악/0013_정악_풍류음악_피리.wav,48000,2,12355200,257.4,PCM_24,train
0013_정악_풍류음악,0013,풍류음악,해금,해금,해금,찰현,False,data/extracted/train/source/0013_정악_풍류음악/0013_정악_풍류음악_해금.wav,48000,2,12355200,257.4,PCM_24,train
0014_정악_풍류음악,0014,풍류음악,대금,대금,대금,관악,False,data/extracted/train/source/0014_정악_풍류음악/0014_정악_풍류음악_대금.wav,48000,2,12038400,250.8,PCM_24,train
0014_정악_풍류음악,0014,풍류음악,소금,소금,기타,관악,False,data/extracted/train/source/0014_정악_풍류음악/0014_정악_풍류음악_소금.wav,48000,2,12038400,250.8,PCM_24,train
0014_정악_풍류음악,0014,풍류음악,아쟁,아쟁,아쟁,찰현,False,data/extracted/train/source/0014_정악_풍류음악/0014_정악_풍류음악_아쟁.wav,48000,2,12038400,250.8,PCM_24,train
0014_정악_풍류음악,0014,풍류음악,장구,장구,타악기,타악,False,data/extracted/train/source/0014_정악_풍류음악/0014_정악_풍류음악_장구.wav,48000,2,12038400,250.8,PCM_24,train
0014_정악_풍류음악,0014,풍류음악,좌고,좌고,타악기,타악,False,data/extracted/train/source/0014_정악_풍류음악/0014_정악_풍류음악_좌고.wav,48000,2,12038400,250.8,PCM_24,train
0014_정악_풍류음악,0014,풍류음악,피리,피리,피리,관악,False,data/extracted/train/source/0014_정악_풍류음악/0014_정악_풍류음악_피리.wav,48000,2,12038400,250.8,PCM_24,train
0014_정악_풍류음악,0014,풍류음악,해금,해금,해금,찰현,False,data/extracted/train/source/0014_정악_풍류음악/0014_정악_풍류음악_해금.wav,48000,2,12038400,250.8,PCM_24,train
0015_정악_풍류음악,0015,풍류음악,대금,대금,대금,관악,False,data/extracted/train/source/0015_정악_풍류음악/0015_정악_풍류음악_대금.wav,48000,2,8899200,185.4,PCM_24,train
0015_정악_풍류음악,0015,풍류음악,소금,소금,기타,관악,False,data/extracted/train/source/0015_정악_풍류음악/0015_정악_풍류음악_소금.wav,48000,2,8899200,185.4,PCM_24,train
0015_정악_풍류음악,0015,풍류음악,아쟁,아쟁,아쟁,찰현,False,data/extracted/train/source/0015_정악_풍류음악/0015_정악_풍류음악_아쟁.wav,48000,2,8899200,185.4,PCM_24,train
0015_정악_풍류음악,0015,풍류음악,장구,장구,타악기,타악,False,data/extracted/train/source/0015_정악_풍류음악/0015_정악_풍류음악_장구.wav,48000,2,8899200,185.4,PCM_24,train
0015_정악_풍류음악,0015,풍류음악,좌고,좌고,타악기,타악,False,data/extracted/train/source/0015_정악_풍류음악/0015_정악_풍류음악_좌고.wav,48000,2,8899200,185.4,PCM_24,train
0015_정악_풍류음악,0015,풍류음악,피리,피리,피리,관악,False,data/extracted/train/source/0015_정악_풍류음악/0015_정악_풍류음악_피리.wav,48000,2,8899200,185.4,PCM_24,train
0015_정악_풍류음악,0015,풍류음악,해금,해금,해금,찰현,False,data/extracted/train/source/0015_정악_풍류음악/0015_정악_풍류음악_해금.wav,48000,2,8899200,185.4,PCM_24,train
0016_정악_풍류음악,0016,풍류음악,대금,대금,대금,관악,False,data/extracted/train/source/0016_정악_풍류음악/0016_정악_풍류음악_대금.wav,48000,2,8899200,185.4,PCM_24,train
0016_정악_풍류음악,0016,풍류음악,소금,소금,기타,관악,False,data/extracted/train/source/0016_정악_풍류음악/0016_정악_풍류음악_소금.wav,48000,2,8899200,185.4,PCM_24,train
0016_정악_풍류음악,0016,풍류음악,아쟁,아쟁,아쟁,찰현,False,data/extracted/train/source/0016_정악_풍류음악/0016_정악_풍류음악_아쟁.wav,48000,2,8899200,185.4,PCM_24,train
0016_정악_풍류음악,0016,풍류음악,장구,장구,타악기,타악,False,data/extracted/train/source/0016_정악_풍류음악/0016_정악_풍류음악_장구.wav,48000,2,8899200,185.4,PCM_24,train
0016_정악_풍류음악,0016,풍류음악,좌고,좌고,타악기,타악,False,data/extracted/train/source/0016_정악_풍류음악/0016_정악_풍류음악_좌고.wav,48000,2,8899200,185.4,PCM_24,train
0016_정악_풍류음악,0016,풍류음악,피리,피리,피리,관악,False,data/extracted/train/source/0016_정악_풍류음악/0016_정악_풍류음악_피리.wav,48000,2,8899200,185.4,PCM_24,train
0016_정악_풍류음악,0016,풍류음악,해금,해금,해금,찰현,False,data/extracted/train/source/0016_정악_풍류음악/0016_정악_풍류음악_해금.wav,48000,2,8899200,185.4,PCM_24,train
0017_정악_풍류음악,0017,풍류음악,대금,대금,대금,관악,False,data/extracted/train/source/0017_정악_풍류음악/0017_정악_풍류음악_대금.wav,48000,2,12873600,268.2,PCM_24,val
0017_정악_풍류음악,0017,풍류음악,소금,소금,기타,관악,False,data/extracted/train/source/0017_정악_풍류음악/0017_정악_풍류음악_소금.wav,48000,2,12873600,268.2,PCM_24,val
0017_정악_풍류음악,0017,풍류음악,아쟁,아쟁,아쟁,찰현,False,data/extracted/train/source/0017_정악_풍류음악/0017_정악_풍류음악_아쟁.wav,48000,2,12873600,268.2,PCM_24,val
0017_정악_풍류음악,0017,풍류음악,장구,장구,타악기,타악,False,data/extracted/train/source/0017_정악_풍류음악/0017_정악_풍류음악_장구.wav,48000,2,12873600,268.2,PCM_24,val
0017_정악_풍류음악,0017,풍류음악,좌고,좌고,타악기,타악,False,data/extracted/train/source/0017_정악_풍류음악/0017_정악_풍류음악_좌고.wav,48000,2,12873600,268.2,PCM_24,val
0017_정악_풍류음악,0017,풍류음악,피리,피리,피리,관악,False,data/extracted/train/source/0017_정악_풍류음악/0017_정악_풍류음악_피리.wav,48000,2,12873600,268.2,PCM_24,val
0017_정악_풍류음악,0017,풍류음악,해금,해금,해금,찰현,False,data/extracted/train/source/0017_정악_풍류음악/0017_정악_풍류음악_해금.wav,48000,2,12873600,268.2,PCM_24,val
0018_정악_풍류음악,0018,풍류음악,가야금,가야금,가야금,발현,False,data/extracted/train/source/0018_정악_풍류음악/0018_정악_풍류음악_가야금.wav,48000,2,13852800,288.6,PCM_24,train
0018_정악_풍류음악,0018,풍류음악,거문고,거문고,거문고,발현,False,data/extracted/train/source/0018_정악_풍류음악/0018_정악_풍류음악_거문고.wav,48000,2,13852800,288.6,PCM_24,train
0018_정악_풍류음악,0018,풍류음악,단소,단소,기타,관악,False,data/extracted/train/source/0018_정악_풍류음악/0018_정악_풍류음악_단소.wav,48000,2,13852800,288.6,PCM_24,train
0018_정악_풍류음악,0018,풍류음악,대금,대금,대금,관악,False,data/extracted/train/source/0018_정악_풍류음악/0018_정악_풍류음악_대금.wav,48000,2,13852800,288.6,PCM_24,train
0018_정악_풍류음악,0018,풍류음악,소금,소금,기타,관악,False,data/extracted/train/source/0018_정악_풍류음악/0018_정악_풍류음악_소금.wav,48000,2,13852800,288.6,PCM_24,train
0018_정악_풍류음악,0018,풍류음악,아쟁,아쟁,아쟁,찰현,False,data/extracted/train/source/0018_정악_풍류음악/0018_정악_풍류음악_아쟁.wav,48000,2,13852800,288.6,PCM_24,train
0018_정악_풍류음악,0018,풍류음악,양금,양금,양금,발현,False,data/extracted/train/source/0018_정악_풍류음악/0018_정악_풍류음악_양금.wav,48000,2,13852800,288.6,PCM_24,train
0018_정악_풍류음악,0018,풍류음악,장구,장구,타악기,타악,False,data/extracted/train/source/0018_정악_풍류음악/0018_정악_풍류음악_장구.wav,48000,2,13852800,288.6,PCM_24,train
0018_정악_풍류음악,0018,풍류음악,피리,피리,피리,관악,False,data/extracted/train/source/0018_정악_풍류음악/0018_정악_풍류음악_피리.wav,48000,2,13852800,288.6,PCM_24,train
0018_정악_풍류음악,0018,풍류음악,해금,해금,해금,찰현,False,data/extracted/train/source/0018_정악_풍류음악/0018_정악_풍류음악_해금.wav,48000,2,13852800,288.6,PCM_24,train
0019_정악_풍류음악,0019,풍류음악,가야금,가야금,가야금,발현,False,data/extracted/train/source/0019_정악_풍류음악/0019_정악_풍류음악_가야금.wav,48000,2,13881600,289.2,PCM_24,train
0019_정악_풍류음악,0019,풍류음악,거문고,거문고,거문고,발현,False,data/extracted/train/source/0019_정악_풍류음악/0019_정악_풍류음악_거문고.wav,48000,2,13881600,289.2,PCM_24,train
0019_정악_풍류음악,0019,풍류음악,단소,단소,기타,관악,False,data/extracted/train/source/0019_정악_풍류음악/0019_정악_풍류음악_단소.wav,48000,2,13881600,289.2,PCM_24,train
0019_정악_풍류음악,0019,풍류음악,대금,대금,대금,관악,False,data/extracted/train/source/0019_정악_풍류음악/0019_정악_풍류음악_대금.wav,48000,2,13881600,289.2,PCM_24,train
0019_정악_풍류음악,0019,풍류음악,소금,소금,기타,관악,False,data/extracted/train/source/0019_정악_풍류음악/0019_정악_풍류음악_소금.wav,48000,2,13881600,289.2,PCM_24,train
0019_정악_풍류음악,0019,풍류음악,아쟁,아쟁,아쟁,찰현,False,data/extracted/train/source/0019_정악_풍류음악/0019_정악_풍류음악_아쟁.wav,48000,2,13881600,289.2,PCM_24,train
